Accident_ID,Accident_Date,Accident_Hour,Report_Timestamp,District,Road_Type,Weather_Condition,Surface_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Driver_Age,Driver_Gender,Alcohol_Involved,Vehicle_Speed_kmph,Helmet_Used,Seatbelt_Used,Cause_Category,Accident_Severity,Casualties_Count,Injury_Type,Emergency_Response_Time_Min,Accident_Year,Accident_Month,Day_Of_Week,Is_Weekend,Time_Block,Age_Group,High_Speed,Delayed_Response,Night_Driving,Multiple_Casualties
Ker_Acc_100109,2025-01-08,1,2025-01-08 03:56:00,Kasaragod,Junction,Clear,Dry,Night,Medium,Bus,31,Male,No,32,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,20.0,2025,January,Wednesday,False,Late Night,Adult,No,No,Yes,No
Ker_Acc_100110,2025-05-15,17,2025-05-15 17:57:00,Idukki,Rural Road,Clear,Dry,Day,Medium,Car,53,Female,No,57,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,24.0,2025,May,Thursday,False,Afternoon,Middle Age,No,Yes,No,No
Ker_Acc_100111,2024-11-04,22,2024-11-04 22:29:00,Malappuram,Urban Road,Clear,Dry,Night,High,Motorcycle,40,Female,Yes,53,Not Applicable,No,Overspeeding,Serious,2,Major Injury,37.0,2024,November,Monday,False,Evening,Adult,No,Yes,Yes,Yes
Ker_Acc_100112,2023-05-26,23,2023-05-26 23:52:00,Kollam,Bridge,Clear,Wet,Night,High,Car,44,Female,No,52,Not Applicable,Yes,Overspeeding,Minor,1,No Injury,10.0,2023,May,Friday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_100114,2024-03-28,13,2024-03-28 14:17:00,Malappuram,Urban Road,Fog,Dry,Dawn/Dusk,High,Auto Rickshaw,25,Female,No,67,Not Applicable,Not Applicable,Distracted Driving,Minor,2,Minor Injury,23.0,2024,March,Thursday,False,Afternoon,Young,No,Yes,No,Yes
Ker_Acc_100115,2024-11-14,9,2024-11-14 10:03:00,Palakkad,Urban Road,Clear,Dry,Dawn/Dusk,Medium,Car,44,Female,No,85,Not Applicable,Yes,Overspeeding,Minor,0,Minor Injury,9.0,2024,November,Thursday,False,Morning,Middle Age,Yes,No,No,No
Ker_Acc_100116,2023-05-03,0,2023-05-03 02:26:00,Idukki,Urban Road,Clear,Dry,Night,Low,Motorcycle,50,Male,No,54,No,Not Applicable,Weather Conditions,Minor,0,Minor Injury,16.0,2023,May,Wednesday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_100117,2023-01-20,14,2023-01-20 15:22:00,Ernakulam,Rural Road,Clear,Dry,Day,Low,Truck,44,Female,No,67,Not Applicable,Yes,Overspeeding,Minor,2,Minor Injury,18.0,2023,January,Friday,False,Afternoon,Middle Age,No,No,No,Yes
Ker_Acc_100118,2023-11-29,5,2023-11-29 08:34:00,Thiruvananthapuram,Rural Road,Clear,Dry,Night,Low,Car,45,Female,No,62,Not Applicable,Yes,Mechanical Failure,Minor,0,Minor Injury,12.0,2023,November,Wednesday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_100119,2023-03-22,12,2023-03-22 14:19:00,Malappuram,Rural Road,Rain,Wet,Day,Medium,Motorcycle,22,Male,No,47,Yes,Not Applicable,Drunk Driving,Serious,1,Major Injury,13.0,2023,March,Wednesday,False,Afternoon,Young,No,No,No,No
Ker_Acc_100120,2023-12-24,11,2023-12-24 14:36:00,Kannur,Urban Road,Rain,Wet,Day,Low,Truck,34,Male,No,60,Not Applicable,Yes,Mechanical Failure,Minor,0,Minor Injury,24.0,2023,December,Sunday,True,Morning,Adult,No,Yes,No,No
Ker_Acc_100121,2025-03-02,20,2025-03-02 22:34:00,Pathanamthitta,Urban Road,Clear,Dry,Night,Low,Car,61,Female,No,78,Not Applicable,Yes,Drunk Driving,Serious,3,Major Injury,28.0,2025,March,Sunday,True,Evening,Senior,No,Yes,Yes,Yes
Ker_Acc_100122,2024-10-04,10,2024-10-04 12:06:00,Kasaragod,Rural Road,Storm,Dry,Day,Medium,Motorcycle,68,Male,No,72,Yes,Not Applicable,Overspeeding,Minor,2,Minor Injury,6.0,2024,October,Friday,False,Morning,Senior,No,No,No,Yes
Ker_Acc_100123,2024-04-17,14,2024-04-17 14:21:00,Kottayam,Highway,Clear,Dry,Day,Medium,Motorcycle,23,Male,No,94,Not Applicable,Yes,Overspeeding,Minor,0,Minor Injury,21.0,2024,April,Wednesday,False,Afternoon,Young,Yes,Yes,No,No
Ker_Acc_100124,2025-04-09,18,2025-04-09 19:34:00,Thrissur,Rural Road,Clear,Dry,Day,Low,Truck,21,Male,No,92,Not Applicable,Yes,Mechanical Failure,Minor,1,No Injury,15.0,2025,April,Wednesday,False,Evening,Young,Yes,No,Yes,No
Ker_Acc_100125,2024-10-23,5,2024-10-23 06:10:00,Palakkad,Bridge,Clear,Dry,Night,Low,Truck,57,Female,No,80,Not Applicable,Yes,Drunk Driving,Minor,1,Minor Injury,16.0,2024,October,Wednesday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_100126,2025-03-04,10,2025-03-04 13:21:00,Malappuram,Junction,Rain,Wet,Dawn/Dusk,Low,Truck,22,Female,No,51,Not Applicable,Yes,Drunk Driving,Minor,2,Minor Injury,22.0,2025,March,Tuesday,False,Morning,Young,No,Yes,No,Yes
Ker_Acc_100127,2025-01-11,21,2025-01-12 00:37:00,Kottayam,Urban Road,Fog,Wet,Night,High,Car,60,Female,No,67,Not Applicable,Yes,Mechanical Failure,Serious,1,Minor Injury,21.0,2025,January,Saturday,True,Evening,Middle Age,No,Yes,Yes,No
Ker_Acc_100128,2024-09-01,22,2024-09-01 23:29:00,Pathanamthitta,Urban Road,Rain,Wet,Night,High,Motorcycle,60,Male,No,44,Yes,Not Applicable,Weather Conditions,Serious,3,Minor Injury,40.0,2024,September,Sunday,True,Evening,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100131,2023-06-16,5,2023-06-16 08:37:00,Malappuram,Urban Road,Clear,Dry,Night,High,Auto Rickshaw,44,Female,No,86,Not Applicable,Not Applicable,Weather Conditions,Minor,2,No Injury,12.0,2023,June,Friday,False,Late Night,Middle Age,Yes,No,Yes,Yes
Ker_Acc_100132,2023-10-19,23,2023-10-20 01:49:00,Malappuram,Junction,Clear,Dry,Night,High,Motorcycle,30,Female,No,45,Yes,Not Applicable,Mechanical Failure,Minor,1,Minor Injury,23.0,2023,October,Thursday,False,Evening,Adult,No,Yes,Yes,No
Ker_Acc_100133,2023-10-16,12,2023-10-16 14:52:00,Kannur,Highway,Clear,Dry,Day,High,Motorcycle,26,Female,No,51,Yes,Not Applicable,Drunk Driving,Minor,1,Minor Injury,6.0,2023,October,Monday,False,Afternoon,Adult,No,No,No,No
Ker_Acc_100134,2023-04-16,22,2023-04-17 01:11:00,Palakkad,Rural Road,Rain,Wet,Night,Medium,Truck,35,Female,No,49,Not Applicable,No,Distracted Driving,Minor,2,Minor Injury,21.0,2023,April,Sunday,True,Evening,Adult,No,Yes,Yes,Yes
Ker_Acc_100135,2023-08-16,14,2023-08-16 16:30:00,Kollam,Urban Road,Storm,Dry,Day,Medium,Truck,50,Female,No,100,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,17.0,2023,August,Wednesday,False,Afternoon,Middle Age,Yes,No,No,No
Ker_Acc_100136,2023-01-29,10,2023-01-29 11:29:00,Alappuzha,Junction,Clear,Dry,Day,High,Auto Rickshaw,26,Male,Yes,43,Not Applicable,Not Applicable,Mechanical Failure,Minor,0,Minor Injury,20.0,2023,January,Sunday,True,Morning,Adult,No,No,No,No
Ker_Acc_100137,2024-12-23,15,2024-12-23 18:10:00,Kannur,Bridge,Rain,Muddy,Day,Medium,Motorcycle,31,Female,No,60,Yes,Not Applicable,Overspeeding,Serious,3,Minor Injury,27.0,2024,December,Monday,False,Afternoon,Adult,No,Yes,No,Yes
Ker_Acc_100138,2025-03-05,9,2025-03-05 10:37:00,Kollam,Highway,Rain,Wet,Day,High,Car,68,Female,No,79,Not Applicable,No,Weather Conditions,Serious,2,Major Injury,12.0,2025,March,Wednesday,False,Morning,Senior,No,No,No,Yes
Ker_Acc_100140,2024-11-11,21,2024-11-11 23:24:00,Malappuram,Rural Road,Clear,Dry,Night,Medium,Motorcycle,50,Female,No,73,Yes,Not Applicable,Drunk Driving,Serious,2,Major Injury,26.0,2024,November,Monday,False,Evening,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100141,2024-04-26,1,2024-04-26 03:24:00,Kasaragod,Urban Road,Rain,Wet,Night,Low,Bus,68,Male,Yes,57,Not Applicable,Yes,Mechanical Failure,Fatal,3,Major Injury,35.0,2024,April,Friday,False,Late Night,Senior,No,Yes,Yes,Yes
Ker_Acc_100142,2024-08-18,23,2024-08-19 01:18:00,Kannur,Junction,Fog,Dry,Night,Low,Auto Rickshaw,70,Female,No,56,Not Applicable,Not Applicable,Distracted Driving,Serious,3,Minor Injury,36.0,2024,August,Sunday,True,Evening,Senior,No,Yes,Yes,Yes
Ker_Acc_100143,2024-05-05,20,2024-05-05 20:50:00,Wayanad,Urban Road,Rain,Wet,Night,High,Bus,36,Male,No,85,Not Applicable,Yes,Overspeeding,Minor,3,Minor Injury,35.0,2024,May,Sunday,True,Evening,Adult,Yes,Yes,Yes,Yes
Ker_Acc_100144,2023-11-14,16,2023-11-14 18:49:00,Idukki,Urban Road,Clear,Dry,Day,High,Truck,44,Female,No,91,Not Applicable,Yes,Weather Conditions,Minor,1,No Injury,6.0,2023,November,Tuesday,False,Afternoon,Middle Age,Yes,No,No,No
Ker_Acc_100145,2023-05-08,11,2023-05-08 13:14:00,Kottayam,Rural Road,Clear,Dry,Day,High,Motorcycle,29,Female,No,72,Not Applicable,Not Applicable,Drunk Driving,Minor,1,Minor Injury,20.0,2023,May,Monday,False,Morning,Adult,No,No,No,No
Ker_Acc_100146,2024-06-15,8,2024-06-15 09:17:00,Malappuram,Urban Road,Clear,Wet,Day,High,Motorcycle,70,Male,No,50,Yes,Not Applicable,Distracted Driving,Minor,0,No Injury,14.0,2024,June,Saturday,True,Morning,Senior,No,No,No,No
Ker_Acc_100147,2024-11-07,9,2024-11-07 11:18:00,Idukki,Urban Road,Clear,Dry,Day,High,Bus,40,Female,No,63,Not Applicable,Yes,Drunk Driving,Minor,1,Minor Injury,16.0,2024,November,Thursday,False,Morning,Adult,No,No,No,No
Ker_Acc_100148,2024-10-16,1,2024-10-16 04:00:00,Kottayam,Rural Road,Rain,Wet,Night,High,Bus,44,Female,No,63,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,24.0,2024,October,Wednesday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100149,2023-05-10,2,2023-05-10 05:05:00,Thiruvananthapuram,Urban Road,Clear,Dry,Night,High,Car,44,Female,No,58,Not Applicable,Yes,Drunk Driving,Minor,0,Minor Injury,19.0,2023,May,Wednesday,False,Late Night,Middle Age,No,No,Yes,No
Ker_Acc_100150,2025-02-20,2,2025-02-20 03:16:00,Malappuram,Highway,Clear,Dry,Night,Medium,Motorcycle,35,Male,No,92,No,Not Applicable,Overspeeding,Minor,2,No Injury,19.0,2025,February,Thursday,False,Late Night,Adult,Yes,No,Yes,Yes
Ker_Acc_100151,2024-06-14,12,2024-06-14 15:26:00,Thrissur,Highway,Storm,Wet,Day,High,Truck,31,Female,No,98,Not Applicable,Yes,Mechanical Failure,Serious,3,Major Injury,19.0,2024,June,Friday,False,Afternoon,Adult,Yes,No,No,Yes
Ker_Acc_100152,2023-05-06,4,2023-05-06 05:17:00,Alappuzha,Highway,Clear,Dry,Night,Low,Car,69,Male,No,69,Not Applicable,Yes,Distracted Driving,Minor,2,Minor Injury,15.0,2023,May,Saturday,True,Late Night,Senior,No,No,Yes,Yes
Ker_Acc_100153,2024-07-09,9,2024-07-09 11:18:00,Malappuram,Highway,Fog,Wet,Day,Low,Car,68,Male,No,108,Not Applicable,No,Mechanical Failure,Serious,1,Minor Injury,17.0,2024,July,Tuesday,False,Morning,Senior,Yes,No,No,No
Ker_Acc_100154,2023-05-23,7,2023-05-23 10:01:00,Kannur,Junction,Rain,Wet,Day,Medium,Motorcycle,47,Male,No,80,No,Not Applicable,Weather Conditions,Serious,1,Major Injury,27.0,2023,May,Tuesday,False,Morning,Middle Age,No,Yes,No,No
Ker_Acc_100155,2023-11-13,12,2023-11-13 14:52:00,Kollam,Highway,Rain,Wet,Day,Low,Motorcycle,22,Female,No,102,Yes,Not Applicable,Overspeeding,Serious,2,Major Injury,20.0,2023,November,Monday,False,Afternoon,Young,Yes,No,No,Yes
Ker_Acc_100156,2024-11-27,16,2024-11-27 16:59:00,Thrissur,Urban Road,Clear,Dry,Day,Medium,Motorcycle,55,Female,No,56,Yes,Not Applicable,Weather Conditions,Minor,0,Minor Injury,9.0,2024,November,Wednesday,False,Afternoon,Middle Age,No,No,No,No
Ker_Acc_100157,2023-05-08,16,2023-05-08 17:31:00,Kasaragod,Urban Road,Rain,Muddy,Day,Medium,Motorcycle,51,Male,No,58,No,Not Applicable,Overspeeding,Serious,3,Major Injury,37.0,2023,May,Monday,False,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_100158,2024-07-18,8,2024-07-18 10:53:00,Kozhikode,Highway,Clear,Wet,Day,High,Motorcycle,59,Female,No,101,No,Not Applicable,Drunk Driving,Fatal,2,Fatal Injury,40.5,2024,July,Thursday,False,Morning,Middle Age,Yes,Yes,No,Yes
Ker_Acc_100159,2024-07-31,1,2024-07-31 02:04:00,Kasaragod,Rural Road,Clear,Wet,Night,Low,Bus,34,Male,No,106,Not Applicable,Yes,Mechanical Failure,Serious,3,Major Injury,34.0,2024,July,Wednesday,False,Late Night,Adult,Yes,Yes,Yes,Yes
Ker_Acc_100160,2024-10-04,17,2024-10-04 20:07:00,Thrissur,Urban Road,Clear,Dry,Day,Medium,Truck,44,Female,No,62,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,6.0,2024,October,Friday,False,Afternoon,Middle Age,No,No,No,No
Ker_Acc_100161,2024-04-20,6,2024-04-20 09:01:00,Thrissur,Rural Road,Rain,Muddy,Day,High,Motorcycle,43,Male,No,91,Yes,Not Applicable,Drunk Driving,Serious,3,Major Injury,21.0,2024,April,Saturday,True,Morning,Middle Age,Yes,Yes,No,Yes
Ker_Acc_100163,2023-12-02,18,2023-12-02 20:11:00,Kasaragod,Highway,Rain,Wet,Day,Low,Auto Rickshaw,47,Female,No,94,Not Applicable,Not Applicable,Mechanical Failure,Serious,2,Minor Injury,19.0,2023,December,Saturday,True,Evening,Middle Age,Yes,No,Yes,Yes
Ker_Acc_100164,2023-04-03,12,2023-04-03 14:34:00,Thiruvananthapuram,Urban Road,Clear,Wet,Day,Medium,Car,21,Female,No,75,Not Applicable,Yes,Mechanical Failure,Serious,3,Major Injury,25.0,2023,April,Monday,False,Afternoon,Young,No,Yes,No,Yes
Ker_Acc_100165,2024-07-03,0,2024-07-03 01:26:00,Malappuram,Highway,Clear,Dry,Night,Medium,Auto Rickshaw,66,Female,No,92,Not Applicable,Not Applicable,Drunk Driving,Minor,1,Minor Injury,6.0,2024,July,Wednesday,False,Late Night,Senior,Yes,No,Yes,No
Ker_Acc_100166,2024-08-06,17,2024-08-06 18:49:00,Thiruvananthapuram,Bridge,Clear,Dry,Day,Low,Motorcycle,46,Male,No,105,Yes,Not Applicable,Distracted Driving,Serious,1,Major Injury,18.0,2024,August,Tuesday,False,Afternoon,Middle Age,Yes,No,No,No
Ker_Acc_100167,2023-04-10,12,2023-04-10 13:54:00,Pathanamthitta,Highway,Rain,Wet,Day,Medium,Motorcycle,56,Male,No,78,No,Not Applicable,Weather Conditions,Serious,3,Minor Injury,26.0,2023,April,Monday,False,Afternoon,Middle Age,No,Yes,No,Yes
Ker_Acc_100168,2024-12-31,10,2024-12-31 12:57:00,Pathanamthitta,Junction,Storm,Dry,Day,Medium,Motorcycle,26,Female,No,52,Yes,Not Applicable,Distracted Driving,Minor,0,Minor Injury,24.0,2024,December,Tuesday,False,Morning,Adult,No,Yes,No,No
Ker_Acc_100169,2025-01-27,9,2025-01-27 11:08:00,Malappuram,Junction,Clear,Dry,Day,High,Car,63,Female,No,66,Not Applicable,Yes,Mechanical Failure,Minor,1,No Injury,20.0,2025,January,Monday,False,Morning,Senior,No,No,No,No
Ker_Acc_100170,2024-11-20,3,2024-11-20 06:00:00,Idukki,Urban Road,Rain,Muddy,Night,Low,Car,56,Male,No,42,Not Applicable,Yes,Distracted Driving,Minor,1,Minor Injury,25.0,2024,November,Wednesday,False,Late Night,Middle Age,No,Yes,Yes,No
Ker_Acc_100171,2023-02-22,18,2023-02-22 19:18:00,Wayanad,Urban Road,Rain,Wet,Day,Low,Auto Rickshaw,27,Male,No,87,Not Applicable,Not Applicable,Distracted Driving,Serious,3,Minor Injury,17.0,2023,February,Wednesday,False,Evening,Adult,Yes,No,Yes,Yes
Ker_Acc_100172,2024-12-18,3,2024-12-18 03:21:00,Malappuram,Junction,Rain,Wet,Night,Medium,Car,62,Female,No,32,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,21.0,2024,December,Wednesday,False,Late Night,Senior,No,Yes,Yes,No
Ker_Acc_100173,2025-05-18,23,2025-05-19 00:06:00,Kasaragod,Highway,Storm,Wet,Night,Medium,Auto Rickshaw,38,Female,No,109,Not Applicable,Not Applicable,Mechanical Failure,Serious,1,Minor Injury,25.0,2025,May,Sunday,True,Evening,Adult,Yes,Yes,Yes,No
Ker_Acc_100175,2023-11-01,9,2023-11-01 10:43:00,Alappuzha,Highway,Clear,Dry,Day,High,Motorcycle,40,Female,No,99,Yes,Not Applicable,Distracted Driving,Minor,2,No Injury,13.0,2023,November,Wednesday,False,Morning,Adult,Yes,No,No,Yes
Ker_Acc_100176,2025-04-18,11,2025-04-18 12:31:00,Ernakulam,Urban Road,Clear,Muddy,Day,Medium,Car,46,Male,No,71,Not Applicable,Yes,Drunk Driving,Serious,2,Minor Injury,33.0,2025,April,Friday,False,Morning,Middle Age,No,Yes,No,Yes
Ker_Acc_100177,2024-07-05,8,2024-07-05 11:27:00,Kasaragod,Rural Road,Clear,Wet,Day,High,Car,65,Male,No,79,Not Applicable,No,Mechanical Failure,Serious,1,Major Injury,17.0,2024,July,Friday,False,Morning,Senior,No,No,No,No
Ker_Acc_100178,2023-08-27,1,2023-08-27 02:56:00,Kozhikode,Rural Road,Clear,Dry,Night,High,Car,18,Female,No,65,Not Applicable,Yes,Drunk Driving,Minor,1,Minor Injury,10.0,2023,August,Sunday,True,Late Night,Young,No,No,Yes,No
Ker_Acc_100179,2024-10-28,6,2024-10-28 08:06:00,Thrissur,Highway,Storm,Dry,Day,High,Auto Rickshaw,59,Male,No,93,Not Applicable,Not Applicable,Overspeeding,Minor,1,Minor Injury,22.0,2024,October,Monday,False,Morning,Middle Age,Yes,Yes,No,No
Ker_Acc_100180,2024-03-03,5,2024-03-03 06:13:00,Pathanamthitta,Highway,Rain,Muddy,Night,Medium,Car,65,Male,No,93,Not Applicable,Yes,Overspeeding,Serious,1,Major Injury,39.0,2024,March,Sunday,True,Late Night,Senior,Yes,Yes,Yes,No
Ker_Acc_100031,2023-11-02,18,2023-11-02 19:10:00,Thiruvananthapuram,Junction,Rain,Dry,Dawn/Dusk,Medium,Car,52,Female,No,53,Not Applicable,Yes,Drunk Driving,Minor,2,Minor Injury,9.0,2023,November,Thursday,False,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_100182,2023-07-17,3,2023-07-17 04:07:00,Kottayam,Junction,Clear,Dry,Night,Medium,Car,18,Male,No,62,Not Applicable,Yes,Weather Conditions,Minor,1,Minor Injury,14.0,2023,July,Monday,False,Late Night,Young,No,No,Yes,No
Ker_Acc_100183,2024-09-17,20,2024-09-17 22:45:00,Pathanamthitta,Rural Road,Clear,Dry,Night,Low,Auto Rickshaw,43,Male,No,63,Not Applicable,Not Applicable,Drunk Driving,Minor,2,Minor Injury,10.0,2024,September,Tuesday,False,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_100184,2023-11-28,7,2023-11-28 08:11:00,Thrissur,Highway,Rain,Wet,Dawn/Dusk,High,Auto Rickshaw,37,Male,No,101,Not Applicable,Not Applicable,Mechanical Failure,Serious,3,Minor Injury,28.0,2023,November,Tuesday,False,Morning,Adult,Yes,Yes,No,Yes
Ker_Acc_100185,2024-10-31,11,2024-10-31 12:49:00,Kottayam,Urban Road,Rain,Wet,Day,Low,Car,44,Female,No,59,Not Applicable,Yes,Weather Conditions,Minor,2,Minor Injury,21.0,2024,October,Thursday,False,Morning,Middle Age,No,Yes,No,Yes
Ker_Acc_100187,2024-07-04,21,2024-07-04 22:52:00,Kannur,Highway,Clear,Dry,Night,Medium,Car,51,Male,No,104,Not Applicable,No,Overspeeding,Minor,2,Minor Injury,16.0,2024,July,Thursday,False,Evening,Middle Age,Yes,No,Yes,Yes
Ker_Acc_100188,2025-04-28,17,2025-04-28 20:11:00,Thiruvananthapuram,Rural Road,Clear,Dry,Day,Medium,Bus,38,Male,No,57,Not Applicable,No,Mechanical Failure,Minor,2,No Injury,19.0,2025,April,Monday,False,Afternoon,Adult,No,No,No,Yes
Ker_Acc_100189,2024-08-20,15,2024-08-20 17:20:00,Wayanad,Highway,Clear,Wet,Day,Medium,Truck,50,Female,No,68,Not Applicable,No,Weather Conditions,Minor,1,No Injury,23.0,2024,August,Tuesday,False,Afternoon,Middle Age,No,Yes,No,No
Ker_Acc_100190,2025-04-06,9,2025-04-06 09:56:00,Kozhikode,Rural Road,Fog,Dry,Day,Medium,Motorcycle,55,Male,Yes,85,Yes,Not Applicable,Distracted Driving,Serious,1,Minor Injury,23.0,2025,April,Sunday,True,Morning,Middle Age,Yes,Yes,No,No
Ker_Acc_100191,2023-03-03,2,2023-03-03 05:04:00,Palakkad,Bridge,Clear,Muddy,Night,High,Car,67,Female,No,54,Not Applicable,Yes,Drunk Driving,Minor,2,Minor Injury,25.0,2023,March,Friday,False,Late Night,Senior,No,Yes,Yes,Yes
Ker_Acc_100192,2024-04-04,12,2024-04-04 12:49:00,Ernakulam,Highway,Rain,Wet,Day,High,Motorcycle,59,Female,No,86,No,Not Applicable,Mechanical Failure,Serious,3,Major Injury,13.0,2024,April,Thursday,False,Afternoon,Middle Age,Yes,No,No,Yes
Ker_Acc_100193,2023-05-11,23,2023-05-11 23:19:00,Palakkad,Rural Road,Clear,Wet,Night,Medium,Car,45,Female,No,66,Not Applicable,Yes,Weather Conditions,Minor,0,Minor Injury,12.0,2023,May,Thursday,False,Evening,Middle Age,No,No,Yes,No
Ker_Acc_100194,2023-10-10,6,2023-10-10 07:32:00,Pathanamthitta,Junction,Clear,Wet,Day,Low,Motorcycle,67,Male,No,74,Not Applicable,Not Applicable,Drunk Driving,Serious,3,Minor Injury,38.0,2023,October,Tuesday,False,Morning,Senior,No,Yes,No,Yes
Ker_Acc_100195,2023-07-31,2,2023-07-31 04:43:00,Alappuzha,Urban Road,Clear,Dry,Night,Medium,Motorcycle,65,Male,Yes,41,Yes,Not Applicable,Drunk Driving,Serious,1,Minor Injury,24.0,2023,July,Monday,False,Late Night,Senior,No,Yes,Yes,No
Ker_Acc_100196,2025-03-05,1,2025-03-05 03:21:00,Malappuram,Rural Road,Clear,Dry,Night,Medium,Motorcycle,54,Male,No,82,Yes,Not Applicable,Weather Conditions,Serious,3,Major Injury,31.0,2025,March,Wednesday,False,Late Night,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_100197,2023-05-27,21,2023-05-27 22:34:00,Kottayam,Urban Road,Fog,Dry,Night,Medium,Car,55,Female,No,60,Not Applicable,Yes,Weather Conditions,Minor,2,No Injury,10.0,2023,May,Saturday,True,Evening,Middle Age,No,No,Yes,Yes
Ker_Acc_100199,2024-07-04,15,2024-07-04 16:17:00,Malappuram,Urban Road,Clear,Dry,Day,Medium,Car,21,Male,No,91,Not Applicable,Yes,Distracted Driving,Minor,1,Minor Injury,18.0,2024,July,Thursday,False,Afternoon,Young,Yes,No,No,No
Ker_Acc_100200,2023-09-06,8,2023-09-06 09:42:00,Ernakulam,Urban Road,Rain,Wet,Day,Medium,Motorcycle,23,Female,No,45,No,Not Applicable,Weather Conditions,Minor,3,Major Injury,36.0,2023,September,Wednesday,False,Morning,Young,No,Yes,No,Yes
Ker_Acc_100201,2024-11-20,19,2024-11-20 19:53:00,Malappuram,Urban Road,Clear,Dry,Night,Low,Truck,31,Male,No,63,Not Applicable,Yes,Mechanical Failure,Minor,1,No Injury,15.0,2024,November,Wednesday,False,Evening,Adult,No,No,Yes,No
Ker_Acc_100202,2023-07-14,23,2023-07-15 01:14:00,Alappuzha,Rural Road,Rain,Muddy,Night,Low,Truck,43,Female,No,76,Not Applicable,Yes,Drunk Driving,Minor,2,Minor Injury,22.0,2023,July,Friday,False,Evening,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100203,2024-04-22,17,2024-04-22 19:17:00,Ernakulam,Junction,Clear,Dry,Dawn/Dusk,Medium,Motorcycle,47,Female,Yes,62,Not Applicable,Yes,Overspeeding,Minor,2,Minor Injury,20.0,2024,April,Monday,False,Afternoon,Middle Age,No,No,No,Yes
Ker_Acc_100204,2024-01-15,10,2024-01-15 10:42:00,Malappuram,Rural Road,Rain,Muddy,Day,Low,Motorcycle,44,Female,No,44,Yes,Not Applicable,Overspeeding,Serious,3,Major Injury,28.0,2024,January,Monday,False,Morning,Middle Age,No,Yes,No,Yes
Ker_Acc_100205,2023-06-06,6,2023-06-06 07:24:00,Kottayam,Highway,Fog,Dry,Day,Medium,Bus,53,Female,No,75,Not Applicable,Yes,Distracted Driving,Minor,1,Minor Injury,15.0,2023,June,Tuesday,False,Morning,Middle Age,No,No,No,No
Ker_Acc_100031,2024-10-19,23,2024-10-20 01:33:00,Wayanad,Highway,Clear,Dry,Night,Medium,Car,26,Male,No,83,Not Applicable,Yes,Overspeeding,Minor,1,Minor Injury,20.0,2024,October,Saturday,True,Evening,Adult,Yes,No,Yes,No
Ker_Acc_100207,2023-02-04,2,2023-02-04 05:48:00,Palakkad,Urban Road,Rain,Muddy,Day,Medium,Car,58,Male,No,90,Not Applicable,Yes,Weather Conditions,Serious,2,Major Injury,32.0,2023,February,Saturday,True,Late Night,Middle Age,Yes,Yes,Yes,Yes
Ker_Acc_100208,2024-04-11,11,2024-04-11 13:46:00,Palakkad,Urban Road,Clear,Dry,Day,Low,Auto Rickshaw,60,Female,No,93,Not Applicable,Not Applicable,Overspeeding,Minor,1,Minor Injury,5.0,2024,April,Thursday,False,Morning,Middle Age,Yes,No,No,No
Ker_Acc_100210,2023-06-02,7,2023-06-02 09:55:00,Malappuram,Rural Road,Rain,Muddy,Day,Low,Car,68,Female,No,103,Not Applicable,Yes,Distracted Driving,Serious,3,Major Injury,21.0,2023,June,Friday,False,Morning,Senior,Yes,Yes,No,Yes
Ker_Acc_100211,2023-09-07,22,2023-09-07 23:35:00,Malappuram,Highway,Storm,Dry,Night,High,Car,59,Female,No,106,Not Applicable,Yes,Overspeeding,Serious,2,Major Injury,12.0,2023,September,Thursday,False,Evening,Middle Age,Yes,No,Yes,Yes
Ker_Acc_100212,2024-05-02,1,2024-05-02 01:47:00,Palakkad,Urban Road,Clear,Wet,Night,Medium,Auto Rickshaw,44,Male,No,42,Not Applicable,Not Applicable,Mechanical Failure,Minor,2,No Injury,23.0,2024,May,Thursday,False,Late Night,Middle Age,No,Yes,Yes,Yes
Ker_Acc_100213,2023-02-13,7,2023-02-13 09:43:00,Palakkad,Urban Road,Clear,Dry,Day,Medium,Motorcycle,52,Female,No,63,No,Not Applicable,Weather Conditions,Minor,2,No Injury,6.0,2023,February,Monday,False,Morning,Middle Age,No,No,No,Yes
